AR_NUMBER,AR_PRIORITY,AR_SEVERITY,PRIORITY_SEVERITY,CONCAT_TEXT_FOR_WKS
401153,NCAQ,3,NCAQ:3,current unbalance not meet acceptance criterion perform pmt e disceb current unbalance not meet percent acceptance criterion unbalance phase b phase c phase notify supervisor write cr evaluation determine correct formula use calculate voltage current imbalance perform ar recomendation evaluation report need implement planner adjust pmt instruction voltage imbalance need calculate no need calculate current imbalance current normal operating speed unbalanced voltage greatly unbalanced order approximately time voltage unbalance upload copy evaluation report edms folder
395083,NCAQ,3,NCAQ:3,rll pcr tsp rps b sdv level high trip section need step add prior section similar rotate push cal knob position good reset cal unit digital indicator not good righ power push press cal knob not correct position trip not reset result trip sdv scram logic logic
386605,NCAQ,3,NCAQ:3,asset suite not update bs pica replacement installlation history not update replacement bs pica per wo ewp work order list epn history instal utc serial number not update recommend review c maintenance
397352,NCAQ,3,NCAQ:3,pm batch job fail pm batch job fail generate current occurance due program abend future generate pm not run due failure current occurance generate line request running futures pm batch job seperately investigate reason current occurance program abende upon investigation find aaa program find error facility code force program abend close cr ar pm batch program fix correct finding
391502,NCAQ,3,NCAQ:3,peoplesoft payroll advice print failure payroll advice print program fail message value large column ps py earns wrk erncd research uncover flaw logic invalid value assign apply fix asap fix apply verify correct issue no action need recommend ncaq itmgmt
384200,NCAQ,3,NCAQ:3,rcc demineralizer show sign exhaustion rcc weekly sample show steady trend conductivity ph per swp che currently ccw action level ph limit not tech spec limit lco issue notified mcr chemistry supervision system specialist request demin change work order move within required action limit day window
396317,CAQ,C,CAQ:C,qa step not follow write sr wot instructions qa two quality assurance records qars safety related sr work order task wot show step not follow wot instructions regard long bucket need run load prior take thermography reading post modification testing pmt design require bucket load certain period time allow bucket component reach stable operating temperature prior perform pmt thermography scan not stop work unable follow work instructions write not resolve issue continue non compliant swp pro procedure work instruction use adherence requirement swp pro rev step state document not use write activity stop issue resolve user continue qar wot show task instructions step note state motor run least minute prior perform thermography qar wot show task instructions step state motor run least minute prior perform thermography qar wot show work order instructions section precautions limitations step state cch pa require run minimum minute prior obtain thermography reading factual basis qar wot show task instructions step initial dated show approximate time load service fill minutes qar wot show task instructions step initial dated show approximate time load service fill minutes insight close wot review wot one not meet specify minimum run time thermography issue identifeid deficiency performance special processes audit au sp quality recommend issue ar mntssc discuss site support coontractor williams plant services
398233,NCAQ,3,NCAQ:3,eng des update step need owners acceptance review eng des step currently refer direction provide one attachment ip eng happen attachment design change package fact direction activiy exist multiple attachment ip eng e g attachment conceptual common design phase design equivalent change package commercial change package design change package field change request suggest reference ip eng eng des step make generic not refer ip eng direction one change package type see mark attach edms ar cr process enhancement no impact effect upon physical plant suggest resolution design engineering
387490,CAQ,D,CAQ:D,receive rod drive control sys inop alarm receive rod drive control sys inop alarm hp rpis dmm inop hp alarm rwm display system error no rod movement progress control rod select notifed crs sm occ reset rdcs per arp reset rwm per sop rwm start sent p information applicable engineer
392431,NCAQ,4,NCAQ:4,wo procedure add crew wo osp edr ist q not surveillance procedure populate ipad print p box check ewp procedure available ipad please update mwo write cr trend
392899,CAQ,C,CAQ:C,loss position indication cep vb secure vent wetwell per sop cn cont vent ro take switch cep vb close per step open indicate light go closed light never turn engage shift supervision position verify closed per gds well locally
394263,CAQ,D,CAQ:D,rfw vb disc hit valve body prior design hinge stop initial inspection wo valve disc stroke verfiy full open position resilient seat retainer hit valve body prior design hinge hard stop valve body indication disc hit initiate cr discrepancy drywell
397415,NCAQ,3,NCAQ:3,tmu pump fail start r r tmu pump pre lubricate water flow permissive could not satisfied tmu pa tmu pb tmu pc attempt place tmu pump service condition document cr cause not yet determine recommend investigation determine cause appropriate maintenance prevent recurrence tmu system support scope mrule function provide makeup service water pond follow design basis tornado inability place tmu pump service challenge reliability scope function tmu system
